0,79867
1,97272
2,99798
3,100037
4,99951
5,100029
6,99961
7,100033
8,99949
9,100041
10,100034
11,101429
12,98613
13,99941
14,99956
15,100036
16,100031
17,99959
18,100034
19,99958
20,100034
21,99949
22,100041
23,99953
24,100039
25,100034
26,99958
27,100034
28,99959
29,100033
30,99959
31,100033
32,99959
33,100034
34,99958
35,100034
36,100039
37,99953
38,100039
39,99953
40,100039
41,99954
42,100038
43,99954
44,100039
45,99953
46,100039
47,100034
48,99958
49,100024
50,99961
51,101419
52,98716
53,99901
54,99943
55,100026
56,100024
57,99941
58,100032
59,100026
60,99941
61,100031
62,100026
63,99941
64,100026
65,100032
66,99946
67,100026
68,100021
69,99951
70,100026
71,100026
72,99946
73,100022
74,100031
75,99941
76,100031
77,100026
78,99946
79,100026
80,100027
81,99946
82,100026
83,100026
84,99946
85,100021
86,100031
87,99946
88,100021
89,100032
90,99941
91,101179
92,98900
93,99931
94,100027
95,100026
96,99943
97,100027
98,100021
99,99951
100,100026
101,100026
102,99946
103,100026
104,100022
105,99951
106,100026
107,100026
108,99946
109,100026
110,100026
111,99946
112,100027
113,100026
114,99946
115,100026
116,100026
117,99946
118,100026
119,100027
120,99941
121,100031
122,100026
123,99946
124,100026
125,100026
126,99946
127,100027
128,100026
129,99946
130,100026
131,100084
132,99986
133,99936
134,100026
135,99941
136,100029
137,100026
138,99946
139,100026
140,100026
141,99946
142,100027
143,100026
144,99941
145,100031
146,100026
147,99946
148,100026
149,100027
150,99946
151,100026
152,100021
153,100031
154,99946
155,100026
156,100027
157,99946
158,100026
159,100026
160,99941
161,100031
162,100026
163,99946
164,100027
165,100026
166,99946
167,100026
168,100026
169,99946
170,100026
171,100084
172,99899
173,100023
174,100021
175,99951
176,100024
177,100026
178,99946
179,100027
180,100026
181,99946
182,100026
183,100026
184,99946
185,100026
186,100027
187,99946
188,100026
189,100026
190,99946
191,100026
192,100026
193,99946
194,100027
195,100026
196,99941
197,100031
198,100026
199,99946
200,100026
201,100027
202,99946
203,100026
204,100026
205,99946
206,100026
207,100026
208,99946
209,100027
210,100026
211,100003
212,99984
213,100019
214,99940
215,100032
216,100024
217,99946
218,100026
219,100026
220,99946
221,100026
222,100026
223,99946
224,100022
225,100031
226,99946
227,100026
228,100026
229,99946
230,100026
231,100027
232,99941
233,100031
234,100026
235,99946
236,100026
237,100026
238,99946
239,100027
240,100026
241,99946
242,100026
243,100026
244,99946
245,100026
246,100027
247,99946
248,100021
249,100031
250,99946
251,100084
252,99978
253,99944
254,100021
255,100031
256,99944
257,100026
258,100026
259,99946
260,100026
261,100027
262,99946
263,100026
264,100026
265,99946
266,100026
267,100026
268,99946
269,100027
270,100026
271,99946
272,100026
273,100026
274,99946
275,100026
276,100026
277,99946
278,100027
279,100026
280,100026
